cell_id,mean_ite,bathymetry,depth_zone
LAT35.0_LON-30.1,-0.34530320269112863,4200,deep
LAT35.0_LON-30.3,-0.3452211980710927,4200,deep
LAT35.0_LON-30.4,-0.34996164322162854,4200,deep
LAT35.0_LON-30.8,-0.34614611039598836,4200,deep
LAT35.0_LON-31.3,-0.3527094133636041,4200,deep
LAT35.0_LON-31.4,-0.34960016392640736,4200,deep
LAT35.0_LON-31.5,-0.3448562615906777,4200,deep
LAT35.0_LON-31.9,-0.347171669227589,4200,deep
LAT35.0_LON-32.0,-0.3491419668586825,4200,deep
LAT35.0_LON-32.1,-0.3480741503607733,4200,deep
LAT35.0_LON-32.3,-0.35080631391541234,4200,deep
LAT35.0_LON-32.4,-0.3471060095611319,4200,deep
LAT35.0_LON-32.5,-0.3508822099521501,4200,deep
LAT35.0_LON-33.1,-0.3479158633596552,4200,deep
LAT35.0_LON-33.2,-0.34508787658005075,4200,deep
LAT35.0_LON-33.3,-0.34509608748191034,4200,deep
LAT35.0_LON-33.6,-0.34878578837575536,4200,deep
LAT35.0_LON-34.1,-0.3459131764769812,4200,deep
LAT35.0_LON-34.2,-0.35014488288774,4200,deep
LAT35.0_LON-34.4,-0.3491103599799633,4200,deep
LAT35.0_LON-34.6,-0.3447989840634098,4200,deep
LAT35.0_LON-34.8,-0.3516683600066928,4200,deep
LAT35.0_LON-35.0,-0.34508787658005075,4200,deep
LAT35.0_LON-35.1,-0.35288935897808743,4200,deep
LAT35.0_LON-35.2,-0.3476608062679942,4200,deep
LAT35.0_LON-35.3,-0.34502912923344314,4200,deep
LAT35.0_LON-35.5,-0.3480125778334331,4200,deep
LAT35.0_LON-35.9,-0.3468083295280456,4200,deep
LAT35.0_LON-36.0,-0.35128671865997324,4200,deep
LAT35.0_LON-36.1,-0.3479587470184091,4200,deep
LAT35.0_LON-36.2,-0.3512112726177256,4200,deep
LAT35.0_LON-36.4,-0.3473131922824943,4200,deep
LAT35.0_LON-36.6,-0.34599720756999613,4200,deep
LAT35.0_LON-36.8,-0.34497176365768967,4200,deep
LAT35.0_LON-36.9,-0.3460286103288026,4200,deep
LAT35.0_LON-37.4,-0.3513884879439005,4200,deep
LAT35.0_LON-37.8,-0.34938611195738983,4200,deep
LAT35.0_LON-38.1,-0.34506705943401667,4200,deep
LAT35.0_LON-38.2,-0.34928436345770936,4200,deep
LAT35.0_LON-38.4,-0.3493328006006043,4200,deep
LAT35.0_LON-38.5,-0.34699989610525483,4200,deep
LAT35.0_LON-38.6,-0.3452267057034398,4200,deep
LAT35.0_LON-38.7,-0.35066001165955996,4200,deep
LAT35.0_LON-38.8,-0.3525983432943567,4200,deep
LAT35.0_LON-38.9,-0.3470822617268473,4200,deep
LAT35.0_LON-39.1,-0.34862140576878714,4200,deep
LAT35.0_LON-39.3,-0.34979360118918384,4200,deep
LAT35.0_LON-39.5,-0.350923739913278,4200,deep
LAT35.0_LON-39.6,-0.3451624883444507,4200,deep
LAT35.0_LON-39.7,-0.34963392526447445,4200,deep
LAT35.0_LON-39.8,-0.3535891206143157,4200,deep
LAT35.0_LON-40.0,-0.35617315862279103,4200,deep
LAT35.1_LON-30.0,-0.35051626228098626,4200,deep
LAT35.1_LON-30.1,-0.34798062100949756,4200,deep
LAT35.1_LON-30.2,-0.3533926126801018,4200,deep
LAT35.1_LON-30.3,-0.3519128059206192,4200,deep
LAT35.1_LON-30.4,-0.3491425112875537,4200,deep
LAT35.1_LON-30.5,-0.3478261115377027,4200,deep
LAT35.1_LON-30.6,-0.34648746199245356,4200,deep
LAT35.1_LON-30.9,-0.3491425112875537,4200,deep
LAT35.1_LON-31.1,-0.34872793683926934,4200,deep
LAT35.1_LON-31.3,-0.34972594092038756,4200,deep
LAT35.1_LON-31.4,-0.3485220738681656,4200,deep
LAT35.1_LON-31.5,-0.3500626256676146,4200,deep
LAT35.1_LON-31.7,-0.34882181397004486,4200,deep
LAT35.1_LON-31.8,-0.34554097498562064,4200,deep
LAT35.1_LON-31.9,-0.3459919649758703,4200,deep
LAT35.1_LON-32.0,-0.34799461447750063,4200,deep
LAT35.1_LON-32.1,-0.3483213191034845,4200,deep
LAT35.1_LON-32.3,-0.34781879731444204,4200,deep
LAT35.1_LON-32.4,-0.34548770310883786,4200,deep
LAT35.1_LON-32.5,-0.3499027075003338,4200,deep
LAT35.1_LON-33.1,-0.3471289646424724,4200,deep
LAT35.1_LON-33.2,-0.3464143442328786,4200,deep
LAT35.1_LON-33.3,-0.3502271047275614,4200,deep
LAT35.1_LON-33.4,-0.35186406165756245,4200,deep
LAT35.1_LON-33.6,-0.34877789660684255,4200,deep
LAT35.1_LON-33.7,-0.3484902035416064,4200,deep
LAT35.1_LON-33.8,-0.3490511462481828,4200,deep
LAT35.1_LON-33.9,-0.3525983432943567,4200,deep
LAT35.1_LON-34.2,-0.3470891923776603,4200,deep
LAT35.1_LON-34.3,-0.3453531538843255,4200,deep
LAT35.1_LON-34.4,-0.34549283978059503,4200,deep
LAT35.1_LON-34.6,-0.3470764552653906,4200,deep
LAT35.1_LON-34.7,-0.3485122364739983,4200,deep
LAT35.1_LON-34.8,-0.346465317819713,4200,deep
LAT35.1_LON-34.9,-0.3474513854621059,4200,deep
LAT35.1_LON-35.0,-0.3531892764770854,4200,deep
LAT35.1_LON-35.2,-0.3470239871647907,4200,deep
LAT35.1_LON-35.3,-0.34613396764307025,4200,deep
LAT35.1_LON-35.4,-0.3493431073998857,4200,deep
LAT35.1_LON-35.6,-0.34519850618377124,4200,deep
LAT35.1_LON-35.7,-0.34965018332955095,4200,deep
LAT35.1_LON-35.8,-0.3455081051482598,4200,deep
LAT35.1_LON-35.9,-0.3495592190559307,4200,deep
LAT35.1_LON-36.2,-0.3528136106463698,4200,deep
LAT35.1_LON-36.3,-0.34990225915976586,4200,deep
LAT35.1_LON-36.5,-0.34561010555699023,4200,deep
LAT35.1_LON-36.7,-0.34780462108540905,4200,deep
LAT35.1_LON-36.8,-0.3473866414970304,4200,deep
LAT35.1_LON-37.0,-0.345229031037314,4200,deep
LAT35.1_LON-37.1,-0.35180200937236594,4200,deep
LAT35.1_LON-37.3,-0.35091492845249844,4200,deep
LAT35.1_LON-37.4,-0.3470938842187256,4200,deep
LAT35.1_LON-37.5,-0.34728518007746245,4200,deep
LAT35.1_LON-37.7,-0.35001578203926015,4200,deep
LAT35.1_LON-37.9,-0.3473899263455661,4200,deep
LAT35.1_LON-38.0,-0.3451027019372377,4200,deep
LAT35.1_LON-38.2,-0.34855308547067676,4200,deep
LAT35.1_LON-38.5,-0.34537449196235237,4200,deep
LAT35.1_LON-38.7,-0.3476753247543985,4200,deep
LAT35.1_LON-38.8,-0.3483885872022131,4200,deep
LAT35.1_LON-38.9,-0.3491828884221995,4200,deep
LAT35.1_LON-39.2,-0.35045425781764195,4200,deep
LAT35.1_LON-39.3,-0.350681766279567,4200,deep
LAT35.1_LON-39.4,-0.34731767553407433,4200,deep
